real_timestamp,TXspot,R1,I1,R2,I2,R3,I3,R4,I4,R5,I5,R6,I6,R7,I7,R8,I8,R9,I9,R10,I10,R11,I11,R12,I12,R13,I13,R14,I14,R15,I15,R16,I16,R17,I17,R18,I18,R19,I19,R20,I20,R21,I21,R22,I22,R23,I23,R24,I24,R25,I25,R26,I26,R27,I27,R28,I28,R29,I29,R30,I30,R31,I31,R32,I32,R33,I33,R34,I34,R35,I35,R36,I36,R37,I37,R38,I38,R39,I39,R40,I40,R41,I41,R42,I42,R43,I43,R44,I44,R45,I45,R46,I46,R47,I47,R48,I48,R49,I49,R50,I50,R51,I51,R52,I52,R53,I53,R54,I54,R55,I55,R56,I56,R57,I57,R58,I58,R59,I59,R60,I60,R61,I61,R62,I62,R63,I63,R64,I64
3.18609,1,82,-96,4,0,0,0,0,0,0,0,0,0,16,5,15,6,15,7,15,8,16,9,15,9,14,11,14,11,14,12,13,13,14,14,13,14,13,15,12,15,11,15,12,16,11,16,10,16,10,16,10,18,9,17,10,17,9,17,11,17,11,17,11,18,0,0,11,17,12,18,12,17,12,17,12,17,13,18,12,17,12,17,13,16,13,17,15,16,14,16,15,15,15,16,16,15,16,15,17,15,16,14,17,15,17,14,17,14,17,13,18,12,19,11,18,11,18,10,0,0,0,0,0,0,0,0,0,0
3.19876,1,37,80,2,0,0,0,0,0,0,0,0,0,13,6,13,7,13,8,13,9,13,10,12,11,11,12,11,13,11,14,10,14,11,15,10,16,10,16,9,16,8,17,8,18,7,18,7,18,7,18,6,19,6,19,6,20,6,19,7,19,8,20,7,20,0,0,7,20,8,20,8,20,9,20,8,19,9,20,9,20,9,20,10,19,10,20,12,19,12,18,12,18,12,19,13,18,14,18,15,18,14,17,14,17,15,16,15,17,16,16,17,15,17,15,17,14,16,13,0,0,0,0,0,0,0,0,0,0
3.20459,1,84,-64,4,0,0,0,0,0,0,0,0,0,-11,10,-12,10,-13,10,-14,9,-15,8,-16,8,-17,6,-18,6,-18,5,-19,4,-21,3,-20,2,-21,1,-21,1,-22,-1,-22,0,-22,-1,-22,-3,-22,-2,-24,-3,-22,-4,-23,-3,-22,-4,-20,-4,-22,-4,-22,-4,0,0,-23,-5,-22,-3,-21,-4,-24,-5,-24,-3,-24,-6,-22,-2,-23,-3,-26,1,-19,4,-23,-1,-23,0,-21,0,-22,-1,-23,2,-24,1,-25,2,-24,2,-25,3,-24,3,-23,4,-23,4,-23,4,-23,4,-23,5,-22,7,0,0,0,0,0,0,0,0,0,0
3.21052,1,37,80,2,0,0,0,0,0,0,0,0,0,-33,1,-33,11,-46,2,-34,8,-35,3,-48,8,-64,-3,-39,3,-54,-6,-50,-5,-88,-10,-85,-17,-81,-22,-80,-7,-70,-13,-94,-19,-94,-23,-78,-17,-89,-17,-69,-17,-64,-20,-83,-26,-63,-16,-87,-15,-108,-19,-80,-19,0,0,-97,-23,-112,-18,-103,-21,-109,-23,-83,-21,-91,-19,-98,-13,-99,-21,-91,-14,-69,-20,-96,-29,-69,-11,-86,-20,-89,-27,-85,-37,-110,-30,-122,-30,-96,-15,-101,-32,-78,-4,-86,-11,-91,-21,-87,-5,-93,-11,-77,-8,-71,-7,0,0,0,0,0,0,0,0,0,0
3.21725,1,37,80,2,0,0,0,0,0,0,0,0,0,3,15,2,15,1,16,0,17,-1,17,-2,17,-3,18,-4,18,-5,17,-6,18,-7,19,-8,19,-9,19,-10,18,-10,18,-11,19,-12,18,-12,17,-13,17,-13,17,-13,17,-14,18,-13,16,-14,18,-14,19,-14,19,0,0,-14,19,-14,19,-14,20,-13,19,-13,19,-13,20,-13,20,-13,20,-12,20,-12,21,-11,22,-11,21,-10,22,-10,22,-10,22,-10,23,-8,23,-8,23,-8,24,-7,23,-7,24,-6,23,-5,23,-5,24,-4,23,-4,23,0,0,0,0,0,0,0,0,0,0
3.22318,1,84,-64,4,0,0,0,0,0,0,0,0,0,-2,-14,-1,-14,0,-15,1,-15,2,-16,2,-15,4,-16,4,-15,6,-16,7,-16,7,-17,8,-16,9,-16,9,-16,10,-15,11,-16,11,-15,11,-15,12,-15,13,-15,13,-15,13,-15,13,-15,13,-15,13,-15,13,-15,0,0,13,-15,14,-15,13,-15,13,-16,13,-16,13,-16,12,-17,11,-17,12,-17,11,-18,10,-18,10,-18,10,-19,9,-18,9,-19,8,-19,8,-20,8,-19,7,-20,7,-20,7,-21,6,-20,6,-20,5,-20,4,-20,4,-20,0,0,0,0,0,0,0,0,0,0
3.22914,1,84,-64,4,0,0,0,0,0,0,0,0,0,-11,-9,-11,-10,-10,-11,-10,-12,-10,-12,-10,-13,-9,-14,-8,-15,-7,-15,-7,-17,-7,-17,-6,-18,-5,-18,-4,-18,-4,-19,-4,-18,-3,-19,-3,-19,-2,-20,-2,-19,-2,-20,-2,-20,-1,-20,-2,-20,-1,-20,-1,-21,0,0,-2,-21,-2,-20,-2,-20,-3,-20,-3,-20,-3,-20,-3,-21,-4,-21,-4,-21,-5,-20,-5,-20,-6,-20,-6,-21,-7,-20,-7,-20,-9,-19,-9,-20,-9,-20,-10,-19,-10,-19,-11,-19,-11,-19,-11,-18,-12,-18,-12,-18,-12,-17,0,0,0,0,0,0,0,0,0,0
3.23558,1,84,-64,4,0,0,0,0,0,0,0,0,0,6,11,5,13,2,15,2,15,1,15,0,15,1,16,-1,16,-2,15,-3,17,-3,17,-4,17,-5,17,-5,16,-7,16,-7,18,-7,17,-8,17,-9,17,-8,17,-10,18,-10,17,-9,17,-9,17,-10,17,-9,18,0,0,-10,18,-9,18,-8,18,-9,18,-8,19,-9,18,-8,19,-8,19,-7,19,-7,20,-7,20,-6,20,-5,20,-4,21,-5,20,-4,21,-3,20,-3,19,-2,21,-2,21,-1,21,-1,21,0,20,0,20,1,20,2,20,0,0,0,0,0,0,0,0,0,0
3.24116,1,84,-64,4,0,0,0,0,0,0,0,0,0,11,-23,5,-30,17,-37,6,-37,14,-33,19,-41,33,-50,9,-34,31,-44,30,-42,49,-71,50,-65,58,-57,47,-60,40,-50,57,-71,67,-68,48,-53,59,-60,45,-48,44,-43,61,-54,43,-47,59,-73,64,-82,53,-56,0,0,66,-68,68,-84,62,-73,74,-78,54,-55,64,-76,56,-73,62,-62,58,-74,50,-39,66,-59,44,-48,57,-61,61,-61,69,-55,72,-72,76,-84,55,-70,74,-69,44,-60,51,-64,62,-64,40,-65,52,-71,37,-55,36,-52,0,0,0,0,0,0,0,0,0,0
3.24736,1,84,-64,4,0,0,0,0,0,0,0,0,0,-4,9,-5,10,-6,10,-7,10,-8,10,-9,10,-10,10,-10,9,-11,10,-12,8,-14,9,-15,8,-15,8,-15,8,-15,7,-16,8,-16,7,-16,7,-17,6,-17,7,-17,6,-18,6,-17,5,-18,6,-19,6,-19,6,0,0,-18,7,-19,8,-18,8,-18,8,-18,8,-18,8,-18,9,-18,9,-18,9,-19,9,-18,10,-18,10,-17,10,-18,11,-17,12,-17,12,-17,13,-17,13,-16,13,-16,13,-16,13,-15,14,-15,14,-15,14,-14,14,-13,14,0,0,0,0,0,0,0,0,0,0
3.25321,1,84,-64,4,0,0,0,0,0,0,0,0,0,-5,12,-6,12,-7,12,-9,13,-9,12,-11,12,-12,12,-13,11,-14,11,-15,10,-16,11,-17,10,-18,10,-18,9,-19,9,-20,9,-21,8,-19,7,-21,7,-21,7,-21,6,-22,6,-21,5,-22,7,-23,7,-24,7,0,0,-23,7,-22,7,-24,8,-22,7,-23,8,-23,8,-23,8,-23,8,-22,9,-23,9,-23,11,-22,10,-22,11,-23,11,-22,11,-23,13,-21,12,-22,13,-22,13,-21,13,-21,14,-20,14,-19,14,-19,15,-19,15,-19,15,0,0,0,0,0,0,0,0,0,0
3.25915,1,84,-64,4,0,0,0,0,0,0,0,0,0,-12,3,-12,2,-14,2,-14,1,-14,0,-15,-2,-15,-2,-16,-3,-16,-4,-17,-5,-16,-6,-17,-7,-17,-8,-16,-8,-16,-9,-18,-9,-17,-9,-17,-10,-16,-11,-17,-11,-17,-12,-16,-12,-17,-12,-16,-12,-17,-12,-17,-12,0,0,-17,-12,-18,-12,-17,-12,-17,-12,-17,-12,-18,-12,-18,-11,-18,-11,-18,-10,-19,-10,-20,-10,-19,-9,-20,-9,-19,-8,-20,-8,-20,-7,-20,-7,-20,-7,-21,-6,-21,-6,-21,-6,-21,-5,-21,-5,-20,-4,-21,-4,-20,-3,0,0,0,0,0,0,0,0,0,0
3.26562,1,84,-64,4,0,0,0,0,0,0,0,0,0,-5,-12,-4,-12,-3,-13,-3,-13,-2,-14,-1,-14,0,-15,1,-15,2,-16,3,-17,3,-17,5,-17,5,-17,5,-17,7,-17,7,-17,8,-17,8,-16,9,-17,9,-17,10,-17,10,-17,10,-17,9,-17,10,-17,9,-17,0,0,10,-17,10,-17,10,-18,9,-18,9,-18,9,-18,9,-18,8,-18,8,-18,7,-19,7,-19,7,-19,7,-19,6,-20,6,-20,5,-20,5,-20,4,-20,4,-21,4,-20,3,-21,3,-21,2,-20,1,-20,1,-21,1,-20,0,0,0,0,0,0,0,0,0,0
3.27142,1,84,-64,4,0,0,0,0,0,0,0,0,0,6,-11,7,-11,8,-10,9,-10,10,-10,10,-9,11,-8,12,-7,13,-7,14,-6,14,-5,15,-5,16,-4,16,-4,16,-3,16,-3,17,-2,17,-2,18,-2,18,-2,18,-1,18,-1,18,-1,18,0,19,0,19,0,0,0,19,-1,19,-1,19,-2,19,-2,19,-2,20,-3,20,-3,20,-3,19,-4,19,-4,20,-5,19,-5,20,-6,20,-6,19,-7,19,-8,19,-8,19,-9,19,-9,18,-10,19,-10,19,-11,18,-12,18,-12,17,-12,18,-12,0,0,0,0,0,0,0,0,0,0
3.27713,1,84,-64,4,0,0,0,0,0,0,0,0,0,-5,11,-7,11,-8,11,-9,11,-10,11,-10,10,-11,9,-12,9,-13,8,-14,7,-15,7,-16,6,-17,5,-17,5,-17,5,-18,4,-18,4,-19,3,-19,2,-20,3,-19,2,-20,2,-20,2,-20,2,-20,2,-20,2,0,0,-21,3,-21,2,-21,2,-20,4,-21,3,-21,4,-22,4,-20,4,-24,7,-22,7,-21,6,-21,6,-22,7,-22,8,-21,9,-22,10,-20,10,-21,10,-20,11,-20,11,-20,12,-20,12,-20,13,-19,13,-19,14,-19,14,0,0,0,0,0,0,0,0,0,0
3.28296,1,84,-64,4,0,0,0,0,0,0,0,0,0,5,9,4,9,3,11,2,11,1,11,0,12,-1,12,-2,12,-3,12,-4,12,-4,13,-5,12,-7,13,-7,12,-8,12,-8,12,-9,12,-9,12,-10,12,-11,11,-11,12,-12,12,-11,12,-12,13,-12,13,-12,13,0,0,-13,12,-13,13,-12,13,-12,13,-13,14,-12,14,-13,14,-12,14,-12,15,-11,15,-11,16,-11,16,-11,16,-10,17,-10,17,-10,17,-9,18,-9,18,-8,19,-8,18,-8,19,-8,19,-7,20,-6,19,-6,19,-6,20,0,0,0,0,0,0,0,0,0,0
3.2888,1,84,-64,4,0,0,0,0,0,0,0,0,0,-4,-12,-3,-12,-2,-13,-1,-13,1,-13,2,-13,3,-13,4,-12,5,-13,7,-12,8,-12,9,-12,10,-12,10,-11,11,-11,12,-10,12,-10,13,-10,14,-10,15,-9,15,-9,15,-9,15,-9,16,-9,16,-9,16,-9,0,0,17,-9,17,-10,17,-10,17,-11,17,-11,17,-11,17,-11,17,-12,17,-12,16,-12,16,-13,17,-14,17,-14,17,-15,16,-16,16,-16,16,-17,15,-17,15,-18,15,-18,15,-19,14,-19,14,-19,14,-20,14,-20,13,-20,0,0,0,0,0,0,0,0,0,0
3.29485,1,84,-64,4,0,0,0,0,0,0,0,0,0,10,4,8,6,8,9,6,8,7,8,4,8,7,11,5,11,3,11,3,11,0,11,0,13,-1,12,-2,12,-2,13,-3,13,-4,13,-5,12,-5,12,-5,13,-6,13,-6,13,-7,14,-6,15,-7,14,-7,14,0,0,-7,15,-7,16,-7,16,-7,16,-7,16,-7,16,-7,17,-7,17,-6,17,-6,17,-5,18,-5,19,-5,19,-4,19,-3,19,-2,19,-2,20,-1,20,-1,20,-1,20,0,21,1,21,0,21,1,20,2,20,3,21,0,0,0,0,0,0,0,0,0,0
3.30322,1,84,-64,4,0,0,0,0,0,0,0,0,0,4,-15,5,-14,6,-13,7,-13,8,-12,8,-11,9,-9,10,-8,11,-7,11,-6,12,-5,12,-4,12,-3,13,-3,14,-1,13,0,14,1,13,2,14,3,14,3,15,4,15,4,15,4,14,4,15,5,15,5,0,0,17,5,16,5,17,5,17,5,17,5,18,5,18,5,18,4,19,4,19,3,19,2,20,1,21,1,21,1,20,0,21,-1,21,-1,22,-2,22,-2,21,-2,22,-3,23,-4,22,-4,22,-6,23,-7,22,-7,0,0,0,0,0,0,0,0,0,0
3.31038,1,84,-64,4,0,0,0,0,0,0,0,0,0,-9,-17,-8,-16,-7,-16,-5,-16,-4,-16,-3,-15,-1,-15,0,-14,1,-14,3,-13,3,-13,5,-12,6,-11,7,-11,7,-10,9,-9,10,-8,10,-8,11,-8,12,-7,13,-7,13,-6,12,-6,13,-8,14,-7,15,-6,0,0,15,-7,15,-7,15,-7,16,-8,16,-8,16,-9,17,-9,16,-9,16,-10,15,-11,16,-12,16,-12,17,-13,16,-14,15,-15,15,-16,15,-16,15,-17,14,-18,14,-18,14,-19,14,-19,13,-20,12,-21,12,-20,12,-22,0,0,0,0,0,0,0,0,0,0
3.33038,1,84,-64,4,0,0,0,0,0,0,0,0,0,13,-17,13,-16,12,-13,13,-13,11,-10,11,-9,10,-7,9,-6,9,-4,7,-3,6,-2,5,-1,4,0,2,1,2,2,0,2,-1,3,-3,4,-4,5,-4,4,-6,6,-7,5,-7,7,-8,6,-9,7,-9,7,0,0,-11,9,-11,9,-11,10,-11,10,-12,11,-12,11,-12,12,-13,13,-12,13,-12,13,-12,14,-12,15,-12,16,-12,17,-12,16,-12,18,-11,18,-11,20,-11,19,-10,20,-11,21,-10,21,-10,21,-10,23,-10,23,-10,23,0,0,0,0,0,0,0,0,0,0
3.35074,1,84,-64,4,0,0,0,0,0,0,0,0,0,6,-10,6,-10,6,-9,6,-9,4,-8,5,-7,4,-7,3,-7,2,-7,1,-7,1,-8,-1,-8,-1,-8,-1,-9,-2,-10,-2,-10,-3,-11,-3,-12,-4,-12,-4,-13,-4,-14,-4,-15,-4,-14,-4,-15,-4,-16,-5,-16,0,0,-4,-17,-4,-17,-4,-18,-4,-18,-4,-19,-4,-20,-4,-20,-4,-20,-4,-20,-4,-19,-5,-21,-4,-20,-3,-21,-4,-22,-4,-21,-4,-22,-4,-22,-4,-23,-4,-22,-3,-22,-2,-23,-3,-23,-2,-23,-3,-24,-2,-24,-2,-24,0,0,0,0,0,0,0,0,0,0
3.37036,1,84,-64,4,0,0,0,0,0,0,0,0,0,3,4,4,4,4,5,5,4,5,5,6,5,7,6,7,5,8,6,8,7,9,7,11,8,10,9,11,8,11,10,12,11,13,11,12,12,13,12,14,13,13,13,14,14,14,15,14,15,13,16,13,15,0,0,14,16,14,16,14,16,14,16,14,17,15,17,15,17,15,17,15,17,15,17,16,17,15,17,15,17,16,17,15,17,16,17,16,18,16,17,17,18,16,17,16,17,16,18,16,18,16,18,16,18,16,18,0,0,0,0,0,0,0,0,0,0
3.37904,1,84,-64,4,0,0,0,0,0,0,0,0,0,-5,-3,-6,-3,-7,-3,-8,-3,-8,-4,-8,-4,-9,-5,-9,-6,-10,-6,-11,-7,-11,-8,-11,-8,-12,-10,-12,-10,-13,-11,-13,-12,-13,-12,-13,-12,-13,-13,-13,-14,-13,-14,-12,-15,-13,-15,-13,-17,-14,-16,-13,-16,0,0,-14,-17,-13,-17,-14,-17,-14,-17,-14,-17,-14,-17,-14,-17,-14,-17,-14,-17,-15,-17,-15,-17,-15,-16,-15,-17,-16,-17,-16,-17,-17,-17,-16,-17,-16,-17,-16,-17,-16,-17,-17,-16,-17,-17,-16,-17,-17,-17,-17,-17,-17,-16,0,0,0,0,0,0,0,0,0,0
3.40282,1,84,-64,4,0,0,0,0,0,0,0,0,0,-18,1,-17,0,-17,-1,-17,-2,-17,-2,-17,-3,-17,-4,-17,-5,-16,-6,-16,-6,-15,-6,-15,-7,-14,-8,-14,-8,-14,-9,-14,-8,-13,-9,-13,-9,-13,-10,-13,-10,-12,-10,-12,-11,-12,-10,-12,-10,-12,-10,-12,-10,0,0,-12,-10,-13,-10,-12,-9,-13,-10,-13,-10,-12,-10,-14,-10,-14,-9,-14,-9,-14,-8,-15,-7,-16,-7,-16,-6,-16,-6,-16,-7,-17,-5,-17,-5,-17,-5,-18,-5,-18,-4,-19,-4,-19,-3,-19,-3,-19,-1,-19,-1,-19,-1,0,0,0,0,0,0,0,0,0,0
3.41586,1,84,-64,4,0,0,0,0,0,0,0,0,0,-22,-5,-21,-6,-20,-6,-20,-6,-19,-6,-18,-7,-16,-8,-15,-8,-14,-8,-13,-8,-12,-8,-11,-8,-10,-8,-8,-8,-7,-8,-7,-8,-6,-8,-5,-8,-4,-8,-3,-8,-2,-9,-2,-8,-2,-9,-1,-8,-1,-9,0,-10,0,0,0,-10,0,-10,0,-11,0,-11,0,-12,0,-12,0,-12,-1,-12,-1,-13,-2,-13,-3,-14,-2,-14,-3,-13,-4,-14,-5,-15,-6,-15,-7,-15,-8,-15,-8,-15,-9,-15,-9,-15,-10,-14,-11,-15,-12,-14,-12,-14,-13,-14,0,0,0,0,0,0,0,0,0,0
3.42513,1,84,-64,4,0,0,0,0,0,0,0,0,0,-14,-15,-12,-15,-11,-15,-10,-14,-9,-14,-7,-15,-4,-10,-3,-12,-1,-13,-3,-10,-3,-9,-1,-8,-1,-6,0,-5,0,-5,1,-3,2,-3,2,-1,2,-1,3,0,3,1,4,2,4,3,5,3,5,4,6,4,0,0,6,5,7,5,8,5,8,5,9,6,9,6,9,6,10,6,11,6,11,6,12,5,12,5,13,5,13,5,14,4,15,3,15,3,16,3,16,2,16,2,17,2,17,1,17,1,18,0,18,-1,18,-1,0,0,0,0,0,0,0,0,0,0
3.44364,1,84,-64,4,0,0,0,0,0,0,0,0,0,-11,-3,-11,-3,-10,-3,-9,-3,-8,-3,-7,-2,-6,-2,-5,-1,-5,-1,-4,0,-4,1,-3,1,-3,2,-3,3,-3,3,-3,4,-3,5,-3,5,-3,6,-3,7,-4,8,-4,8,-5,9,-4,9,-5,10,-5,10,0,0,-6,11,-6,11,-6,11,-6,11,-6,12,-6,12,-7,12,-6,12,-7,12,-7,12,-7,13,-7,13,-7,13,-7,14,-7,13,-7,14,-7,14,-7,14,-7,14,-8,14,-8,14,-8,14,-8,15,-8,15,-8,15,-8,15,0,0,0,0,0,0,0,0,0,0
3.44962,1,84,-64,4,0,0,0,0,0,0,0,0,0,2,10,1,9,1,8,1,8,1,7,1,6,0,5,1,4,2,3,2,3,3,2,3,1,4,1,5,1,6,1,6,1,7,1,8,1,9,1,9,2,9,2,10,2,10,1,11,2,11,3,12,2,0,0,12,3,12,4,12,3,13,3,13,4,13,4,14,4,14,4,13,4,14,4,14,4,14,4,14,5,14,4,14,5,15,4,15,4,15,5,15,5,15,5,15,5,15,5,16,6,16,5,16,6,15,5,0,0,0,0,0,0,0,0,0,0
3.46821,1,84,-64,4,0,0,0,0,0,0,0,0,0,-10,0,-10,0,-10,0,-9,0,-9,1,-9,1,-9,0,-9,1,-10,1,-9,2,-10,2,-10,1,-11,2,-12,3,-11,2,-11,2,-12,3,-12,3,-12,2,-12,2,-13,2,-13,1,-13,2,-13,2,-14,2,-14,2,0,0,-14,1,-14,1,-14,1,-14,1,-14,1,-14,1,-14,1,-14,1,-14,1,-14,1,-14,1,-14,1,-14,1,-14,1,-14,1,-14,1,-14,1,-14,1,-14,1,-14,1,-14,1,-14,1,-14,1,-14,1,-14,1,-14,0,0,0,0,0,0,0,0,0,0,0
3.48319,1,84,-64,4,0,0,0,0,0,0,0,0,0,-10,3,-10,4,-10,4,-9,3,-9,4,-9,4,-9,4,-9,4,-10,4,-10,4,-10,4,-10,4,-10,4,-11,5,-10,5,-11,5,-11,4,-12,5,-11,5,-12,4,-12,3,-12,4,-13,4,-12,4,-12,5,-12,4,0,0,-12,4,-13,5,-12,4,-13,4,-13,4,-12,4,-13,4,-12,4,-12,4,-12,4,-12,4,-12,5,-12,4,-12,4,-12,4,-11,5,-12,4,-11,4,-11,4,-12,5,-12,4,-12,4,-12,4,-11,5,-12,4,-11,4,0,0,0,0,0,0,0,0,0,0
